They believed_ if they could stand the bandits off until dark_ that they would become discouraged and return to Timour Khan Shoura; though the deliberate way * which the first of the men had attempted to snipe Sidney did not look as though they would be easily discouraged.,in,aim,despair,rugged
The wall of the cove * rough and irregular.,was,invited,pockets,luscious
In one place * great rock stood out from the back in such a way as to afford protection from up the ravine.,a,reasonably,room,delicious
It was nearly on a line with the jutting spur that * the inclosure_ so it was protected also from in front.,formed,spirited,colossal,game
The boys made a hasty examination of * citadel and took refuge at one side of the big rock at the back.,their,slip,pierced,drizzling
The two bandits were in plain view_ coming leisurely down the ravine_ one on * side.,each,pitch,weapon,aspect
Each man carried a * gun.,long,collapse,wavered,last
They were keeping a close watch of their quarry_ and presently * one on the near side of the ravine paused and tested the distance with a shot.,the,wanted,select,waists
The bullet flattened itself against * rock of the lower side of the cove_ about on a line with the boys’ heads.,the,weapon,effectively,joined
Raymond fired and his bullet threw up * dirt far short of the advancing bandit.,the,year,keeping,selections
They imagined that they could see a smile * derision on the man’s face.,of,bend,doesnt,mark
At that moment * other man fired from across the ravine_ and again the boys were shown that only a position behind the rocks would protect them from such expert shooting.,the,finished,mark,party
Steadily the two men came down the ravine_ * occasionally.,firing,bazaars,ranges,rugged
As the boys were safe hidden behind the rocks_ and could not be reached by * bullet from either direction_ they concluded that the bandits were firing merely to prevent a sally on their part.,a,rolling,bazaar,aid
Why they should do that_ however_ the boys could not understand_ for it would have * to be better to encourage them to expose themselves; especially as there seemed to be no fear of the one small gun in the boys’ possession.,seemed,carcass,crop,seated
Every shot_ apparently_ was placed with precision_ for every one entered on a line that was nearest to * boys’ shelter.,the,wife,surrounding,distrustfully
Not very rapidly_ for there was always necessarily a * for reloading.,pause,instructions,welldirected,training
Steadily the bandits advanced_ until they were less than * hundred yards from the cove.,two,firstclass,troops,suspended
And they were still perfectly indifferent to any danger they might * in from Raymond’s gun.,be,brow,hardly,ears
Such a steady_ * advance began to fill the boys with panic.,relentless,bridles,bringing,lightning
They felt as though an inexorable fate were * in on them.,closing,wondering,absolute,peril
\"I can’t stand this much *_ Sid.\" And Raymond’s face was pale with the nervous strain.,longer,threatened,five,strangling
Still the * continued_ with an occasional shot.,advance,separating,tendered,waist
By * time the men were so close that their features could be plainly distinguished_ and the boys were surprised to see that the bandits were white as themselves.,that,attempt,castaways,lunged
The mountain tribes of Central Daghestan_ * Lesghians_ are a conglomerate race.,the,statement,flashed,danger
There are many *_ of many different origins_ and some of them have very fair skin.,tribes,laid,grasp,attentive
\"Do you mean you will only disable them? Do you think that would be wise?\"\
\
\"No; I’ll shoot to *.\" And there was a look of fixed determination on Raymond’s face_ which was whiter than before.,kill,visited,agreeable,sticking
In a moment a bullet from the bandit on their side * the rocks.,spattered,automobile,begin,streets
Raymond stepped quickly out from the shelter with his revolver pointing over his right shoulder as he held it high * him.,before,stumbled,cheered,insisted
Bringing the gun forward into position with the lightning sureness of one accustomed to shooting * heavy pistol_ the instant it reached a level before his eyes he fired_ without appearing to take any aim.,a,temerity,source,short
The man * the distance turned half around and pitched down to one side.,in,agonizing,threading,pockets
Not waiting to note the effect of his shot_ Raymond * to the left_ beyond the projecting spur of rock which formed the cove_ bringing himself in range of the other bandit_ who was raising his gun into position.,stepped,bothered,remove,boat
The boy threw his revolver * and brought it down to a level with the same lightning precision_ and fired.,up,oscillations,folk,stars
The man in front also fired_ * a thought too late_ and his bullet went wild.,but,mass,country,pitch
He dropped * gun and lunged forward_ falling on his face.,his,acquired,trivial,chase
Raymond had moved with absolute certainty and incredible quickness_ but now that the dreadful business was concluded_ his pistol * fell nervelessly to his side and he leaned_ trembling_ against the wall of the cove.,hand,bridles,decreased,tethers
\"Don’t feel * that about it_ Ray.\" And Sidney placed his hand affectionately on his brother’s shoulder.,like,stable,heavy,preparation
When Sidney returned with * water_ Raymond had taken out the food and was waiting for his brother to join in the lunch.,the,bar,weary,cartridge
The boys had thought they were pretty tired when they stopped to make camp_ and they had been under such a strain * that when relaxation came they were simply exhausted.,since,bandage,stumble,luscious
They had barely energy sufficient to roll up in * blankets.,their,checks,rail,invited
Fortunately_ the night was warm and it made little difference whether they * really covered.,were,rosy,police,cloth
Their minds were relieved of all anxiety of a possible attack_ for they believed that the two men who were lying so still out in the * were the only ones whom they had had to fear.,ravine,attempt,engineers,spell
Consequently_ they * no more than stretched out on the ground when both were sleeping profoundly.,were,issued,agreed,slight
Presently Raymond woke_ and with characteristic impetuosity jumped up the moment his * were open.,eyes,pretty,lie,upward
The boys ate a dry breakfast_ slung their * rolls over their shoulders_ and took up their long tramp.,blanket,ripening,push,release
Their way led past the first bandit who had fallen a * to Raymond’s skill.,victim,camp,tie,lintel
The man_ apparently_ * not move after he fell.,did,lifetime,temperature,thunder
His hands still grasped a long-barreled_ silver-trimmed rifle_ and from a cord * an ornately decorated dagger.,hung,broadside,mainland,lunches
His * was covered with a conical_ black_ lamb’s wool cap_ and he was clothed in a coat which was so long that it reached nearly to his ankles.,head,surging,unpalatable,wool
On either side of the front of his coat were fastened silver * cases.,cartridge,declining,cheap,task
The whole effect of the man’s equipment * that of comfortable affluence.,was,eventually,shrilly,mixed
The boys soon reached the gorge_ where the bandits had_ *_ planned to waylay them.,probably,already,littered,phrases
It was * ideal spot for such an enterprise.,an,assemblage,faced,similar
The opening was narrow_ and the cliffs on either side were ragged and *_ affording the best possible place for concealment.,broken,suppose,weeks,telegram
The boys were quite sure if they had gone on * night before that they would not then be traveling.,the,qui,débris,unbroken
A short distance above the entrance to the gorge they came upon * horses tied with ropes.,two,inclined,gust,rolled
The animals were fully accoutered_ carrying * and saddles.,bridles,interminable,motorcar,necessary
They had evidently been tied there many hours_ for they had restlessly tramped the ground * the length of their tethers_ and they whinnied entreatingly when they saw the boys.,within,threw,needs,past
\"Gee_ * are cautious_ Sid. Well_ if we’ve got to hoof it_ we may as well keep going.\" And Raymond rather grumpily continued the march.,you,uneventfully,exclamation,towns
The gorge proved to be * short one_ and the boys soon came out into a valley_ on the farther side of which_ climbing up the mountain slope_ they saw a village.,a,despite,dangerous,seas
They were uncertain whether to be pleased * apprehensive at the prospect of encountering people.,or,responded,principal,outlook
If they could get into the high mountains before the bodies which they had left in the ravine were discovered_ it might be that they would not be followed and would not be caused any trouble * their successful effort to protect their own lives.,by,picking,easier,roustabouts
On the other hand_ they had * little food_ and they were not sure that they would be able to replenish their supply after they had once really entered the mountains.,very,just,outfit,faster
There seemed_ however_ to be no way of avoiding * town_ if they had wished to do so.,the,cautious,entangled,vacation
The trail led directly to it_ and as * country rose abruptly beyond_ they knew that the village_ in all probability_ must be at the foot of the only road that penetrated the range.,the,appearance,crests,snowsqualls
When they were halfway across the valley_ two wild-looking horsemen emerged from the gorge and dashed * them.,past,emerged,loved,becoming
\"Those fellows act as though they were scared by what they saw in the ravine_\" remarked Raymond as * watched the riders enter the village.,he,nation,mans,under
The boys followed * and reluctantly.,slowly,shocked,dim,quarter
They would have been very much happier if * could have skipped that first village_ for the more they reflected on the possibilities before them_ the more uneasy they felt.,they,embodied,badly,isnt
They wondered if they had made a supreme effort to get * of Russia only to land in a mountain jail.,out,sally,binoculars,justify
And they thought_ if * should be the outcome of their adventure_ that their father would be infinitely better off in a civilized city like Nizhni-Novgorod_ even if he had not yet recovered his liberty.,that,soldier,ground,later
They entered the village and passed along the narrow_ crooked street_ looking for a * where food might be purchased.,bazaar,grip,voices,cheaper
They thought they would buy the very first eatables they saw_ and then hurry out * town and on into the mountains.,of,local,standing,lashings
They were not_ however_ * be allowed to do that.,to,care,bear,damp
They had proceeded but a * distance in their search for supplies when they were met by two men who were armed with the customary rifles and swords.,short,said,escaped,have
The men_ who somehow gave the impression of being officials_ placed themselves one on each side of the *_ and taking hold of their arms hurried them along with a brief statement in a strange language that was plainly not Russian.,boys,illumined,south,violent
Sidney began a remonstrance and a request to know why they were seized in that way_ but their captors paid not the * attention to what he said.,least,embodied,perched,momentary
He wished to present * passport to one of the men_ but they were forced along so precipitately that he could not get the paper out of his pocket.,his,waters,plan,released
Indeed_ they were nearly out of breath * they were pulled up before a small stone building_ pushed through a doorway_ and the door slammed and locked behind them.,when,hoped,cars,outside
It was so * in the room where the boys were thrown_ the only light coming through one small window_ that at first they were unable to distinguish anything.,dark,signal,attendants,bringing
Moreover_ they were dazed by * sudden and violent change in their condition.,the,begun,caused,blaze
Presently_ however_ as their eyes became accustomed to the dim light_ they were able to see into what sort * quarters they had been thrust.,of,creating,human,properly
The room in which they found themselves was absolutely bare except that in one corner were three * four planks raised a little above the floor_ evidently designed for a bed.,or,commandeered,justify,knotted
At least * room was bare of furniture_ but it was indescribably filthy_ and the boys gradually became aware that the filth which littered the floor and the plank bed was swarming with vermin.,the,pretty,suddenly,base
The boys * at each other_ at first too stunned and shocked for expression_ then indignation possessed Raymond.,gazed,again,coals,dripped
\"You’ll be fully occupied in what you think of * place_\" said Raymond with sarcastic emphasis.,this,flag,somewhat,since
The boys still * their blankets slung over their shoulders.,had,restorer,flame,lot
Rather strangely_ as it seemed * them now that they had time to think it over_ none of their belongings had been taken from them.,to,cautiously,potation,addition
Even Raymond’s revolver was * in his possession.,still,boat,irrigation,assembled
\"It isn’t * very attractive bed_ that’s a fact_\" said Sidney.,a,boneheads,reply,heavier
\"I’d like to get rid * my load_ too.\" And Raymond looked around to see if by any chance there was a spot that was passably clean.,of,uncontrollable,unencumbered,ship
There was no comfort * be found in examining the floor_ or the plank bed_ and he turned his attention to the walls.,to,teeth,armful,spirits
The house was built of rough stone_ and * walls were not finished in any way on the inside.,the,wistful,following,reflection
But rough as the walls were_ there was no projection on which anything might be laid or * which it might be suspended.,from,revolution,wavered,edges
The window_ which was about two * square and was some five feet above the floor_ was set with iron bars_ but contained no glass.,feet,wished,stocked,thinking
\"We can hang our things to these bars_ Sid_ if they are strong enough to hold anything_ but they are * rusted through. Sid!\" he continued in a tone of excitement_ \"I believe we can easily break these bars out.\" And he grasped one to test it.,nearly,press,unobstructed,eatables
They proceeded to suspend their blanket rolls and knapsacks from the bars_ and had no more than disposed of their packs in that way when the door was thrown open and an official with two * entered.,attendants,carrier,horizon,arrival
He took the paper out from his breast pocket and presented * to the official_ who regarded it curiously_ but immediately returned it with a short comment which the boys_ of course_ could not understand.,it,rip,lambs,switchback
\"Do you * Russian?\" asked Sidney.,read,kernels,short,trackless
The man had a short conference with * superior and then turned to Sidney.,his,supplication,successfully,foaming
There was another conference * the man turned again to Sidney.,and,globes,splintered,likely
The * they had before them must have been an unaccustomed one_ for they were particularly awkward about it_ and not at all thorough.,task,evidently,lurking,flat
The boys’ purses they found at once_ and the * himself took immediate charge of them_ but Raymond’s revolver was the only other article which they seemed to think it worth while to remove.,chief,unsettled,decidedly,daylight
The money which the boys carried concealed beneath their clothes was not discovered_ and the only attention they gave to the * was to make joking remarks and laugh when the rolls were noticed hanging from the window bars.,blankets,straight,height,proudly
The boys could imagine that * men were commenting on the comfortable night they would pass if they attempted to sleep on their suspended beds.,the,ripened,rang,neighborliness
When the search was concluded_ the chief and his assistants left the * without further word.,room,harbor,middleaged,unmanageable
\"I wish I’d used my * before they took it_\" said Raymond as the door closed and the bolt slid into place.,revolver,tough,find,issued
\"And that would have been a specially * thing to do_\" said Sidney.,foolish,cheerful,hardy,direct
The day wore on * noon_ and the boys took a lunch from their knapsacks.,past,overtaken,morsels,mined
Though the lunch was extremely simple_ consisting mainly of dry *_ they were able to occupy considerable time in disposing of it_ for very careful mastication was necessary in order to swallow the food without water_ of which there was none.,bread,owners,fillip,shouted
Aside from that diversion there was nothing whatever for them to do while they waited * arrival of night.,the,camps,suggested,breaking
The window looked out against a * wall_ only a few feet away_ and gave them no view of the village.,blank,rode,suit,various
The door was so * thick that it allowed no sound to penetrate.,extremely,loan,rabbit,teeth
Though it opened on the street_ the boys could distinguish no noise of passing feet_ and what appeared strange to them was that the only noise * heard seemed to come from the roof.,they,or,truthfully,overhanging
When the boys were put into the * in the morning_ the whole affair of their arrest and imprisonment had been so hasty and so bewildering that they had not taken note of the fact that the jail was situated against the mountain-side.,jail,mined,allow,distinguish
Above the jail other buildings ran up the steep slope_ and the roofs * the lower lines of buildings formed front yards for the next line of buildings above_ and so on to the top.,of,imagine,result,brow
So the roof of the jail no doubt was occupied_ possibly as a stable for the horse that belonged to the * above.,family,assure,note,whoever
On that plan are built many * the mountain villages of Daghestan_ very like the villages of our own Pueblo Indians.,of,ranges,air,floor
Toward night the English-speaking policeman opened the door * brought in water and black bread_ closing the door after him.,and,easy,articles,splintered
The drink_ though in a repulsive-looking receptacle_ was most welcome to * boys.,the,merely,following,atom
\"You like * here?\" asked the man_ with a twinkle in his eyes.,it,unloading,won,knotted
\"No_ it’s *_\" replied Raymond.,filthy,barrel,arm,features
\"What is * name?\" asked Sidney.,your,extra,awfully,utmost
\"How can I give you twenty rubles?\" * Sidney.,asked,original,embrace,erect
\"I think * got more money_\" said the man with a cunning look.,you,green,dare,become
\"You have lump * clothes.\" And he tapped his breast significantly.,under,dirt,knapsacks,screws
The boys were * much startled by the revelation that the policeman knew they had more money.,very,bridges,noiseless,surge
Raymond_ though excited by the prospect of an easy release_ fortunately had presence of mind to remain quiet and leave the matter in Sidney’s hands_ realizing that one could * it better than two.,manage,accepted,undefined,considering
Sidney * not be sure that the man before them was the only one who knew that all of their money had not been taken away.,could,burn,collect,awake
It was possible that the chief of police was just as well informed_ and there was a prearranged * to get the boys to try to escape.,plan,him,accordingly,crop
Perhaps_ Sidney thought_ there was a custom among the Lesghians similar to the Mexican \"Ley de fuga_\" in plain English_ law of *_ which encouraged a prisoner to escape and then shot him in the act.,flight,fifteen,gained,skull
Possibly any money taken from a prisoner who was killed in that way would not be reported by the chief of police_ and that would be an * for the official to encourage such attempted escapes.,inducement,perplexing,resistless,stimulus
Sidney ran the matter over in his mind so rapidly that only a few moments were * while the man was waiting an answer to his proposal.,consumed,tenaciously,eked,stupor
But he did not dare trust the fellow_ for he realized that if * were once outside the jail there would be nothing to prevent the man from taking whatever money they had_ perhaps putting them out of the way to accomplish it.,they,excited,action,relieved
\"You be sorry_\" said the man with an * look.,ugly,splintered,jerk,fillip
\"What do * mean?\" asked Sidney.,you,rapidly,inside,select
\"You kill two men_ you both get shot.\" And he * the door and went out_ locking it behind him.,opened,seized,hardened,plunge
\"What made you do that_ Sid?\" * Raymond when they were alone.,asked,commotion,led,enjoy
The boys were very much amused by * inefficient search the policemen had conducted.,the,allowed,brisk,antiquated
Their knapsacks hung with the blanket rolls from the window bars * plain view_ but had not been examined at all.,in,equipment,provided,eddying
The sacks contained_ besides a few small articles * clothing and a little food_ all of Raymond’s ammunition.,of,yard,wish,rocks
If they * only obtain a gun of the same caliber_ they would still be well fortified.,could,brothers,dim,affirmation
Sidney admonished his *_ however_ to take no rash chances_ at any time_ in an attempt to procure arms.,brother,greatest,dripped,remove
The black bread which the policeman had brought * them was not at all inviting in its appearance_—indeed it was fairly repulsive_—but they decided to keep it_ for if they were to succeed in escaping from the town in the night_ they would_ of course_ have no chance to buy food.,to,embrace,havent,rinds
So the bread was * away in the knapsacks with the small supply already there.,stowed,black,nostrils,mistake
The boys_ while it was * light_ carefully inspected the window bars so that they would know just what to do in the dark.,still,summons,frontier,afraid
They * not place their hands on them_ for they did not wish anybody who might be watching outside to observe that the bars were being examined.,did,sweep,orchards,officers
They found that the rains which had rusted the bars had_ * course_ run downward_ so that the irons_ while nearly rusted through at the lower ends_ were still very solid at the top.,of,slightly,burdened,terror
They believed that * would be able to break the bars loose at the bottom_ and then to bend them up_ in that way making an opening of sufficient size to admit their bodies.,they,colony,retraced,typographical
They could not plan beyond climbing out of the window_ * their further action would depend on whether there were any persons abroad in the streets.,for,fright,benefactor,immediately
They hoped that the sky would be clear_ so that * would be able to locate the mountains_ and not make a mistake in direction.,they,clothes,waist,silver
Finally it became dark_ and very dark it was_ *_ inside the jail.,indeed,ripening,waste,welcome
But they waited what seemed to them a long time after that_ to * it probable that all stragglers would have returned home.,make,victim,lay,citadel
When they were sure that night was well *_ they began operations on the window bars_ tentatively at first_ to see what resistance they would be obliged to overcome.,advanced,swinging,following,follow
Then he * the bar which seemed to be thinnest at the lower end_ and began to give it quick_ sharp jerks_ first one way and then the other.,selected,stick,partly,number
At first that assault made very little impression_ then the bar began to * a trifle.,yield,disturbed,glided,patrol
Suddenly_ with almost no warning_ when Sidney gave an especially strenuous pull_ the iron snapped in two at the bottom_ the upper end dropped out of the hole where it had rested in the masonwork_ and the bar * clattering to the floor.,fell,collect,camps,port
The boys stood rigid with their * in their throats.,hearts,closest,carried,taxed
The noise had echoed back from the walls of the empty room until they were sure it must have * the whole town.,roused,excited,propose,drenched
They waited_ hardly daring to breath_ listening for the sound * running feet_ and then for the opening of the door and the entrance of guards.,of,seats,accompanied,pleasure
Why hadn’t * bribed that man to let them out!,he,wildlooking,commandeered,merchant
That would have been a chance_ at least_ and after such an alarm_ * course_ there would be no chance at all.,of,interesting,silky,corner
Outside_ however_ the silence * not broken_ but continued as profound as before.,was,flat,nearly,animals
The occasional barking of a dog only * to emphasize the lack of other sound.,served,necessitate,inhabitants,besides
As the boys * in tense suspense_ they could hardly credit their ears which told them that the terrific clatter of the falling bar had roused no corresponding commotion outside.,waited,uninteresting,signal,doubt
\"The sounder they sleep the *_\" replied Sidney.,better,cover,size,all
With the * iron to use as a lever the other two window bars were quickly broken at the bottom and bent up_ for they did not come loose at the top as the first one had done.,loose,seek,in,bank
Then the boys * their plans carefully so that there might be no slip.,arranged,managed,easily,it
\"We’ll each sling a knapsack *_\" said Sidney.,on,horses,aid,morning
That was easily accomplished; Sidney climbed * without mishap_ and received the blanket rolls which Raymond passed him.,out,flooded,jerk,tribes
Then Raymond prepared * follow.,to,receipt,ruddy,gust
The window was large enough so that he * up into it_ and drawing his legs up turned around and proceeded to drop down on the outside_ feet first.,climbed,clutch,join,fruit
But when he let himself down on the outside of the wall_ his trousers caught on the stub of * of the bars that had broken just above the window sill.,one,sudden,goodbye,replace
For a moment * was suspended in the air_ then the cloth gave way with a rip and he fell with a thud in a heap on the ground.,he,returning,instinct,ranged
Sidney stood waiting for his * with the blanket rolls in his hands.,brother,strokes,expose,railway
Though it was very dark_ it had been so much darker inside the building that * could distinguish objects very well.,he,saving,accompaniment,drew
He saw that they were in a * of an alley_ only a few feet wide_ between the jail and the next building.,sort,lighted,suave,fortunately
Toward * front of the jail it opened out into a wider space which Sidney knew must be a street.,the,delay,dropped,no
The other * it melted into indistinguishable blackness.,way,altogether,snow,consultation
As Raymond was gathering himself up from the ground a man dashed around the front * the jail toward them.,of,warship,bow,pockets
\"Come this way_ Ray_ I’ve got all the plunder_ we can get away from him_\" cried Sidney_ and he ran in the opposite direction_ * by his brother.,followed,whence,anxiously,within
The boys found that * alley climbed up a steep slope_ and they stumbled up the ascent with breathless haste.,the,not,its,bloody
The man who pursued them was shorter_ older_ and * agile_ so_ although he was carrying nothing_ and Sidney_ at least_ was well loaded_ the boys managed to keep ahead.,less,bigger,welldirected,both
Raymond_ however_ stepped on a loose stone and floundered along_ barely saving himself_ with his hands on the rising ground_ * a complete fall.,from,damp,intricate,turning
He felt_ rather * saw_ that their pursuer was close upon him.,than,evenly,shooting,brain
He made up his mind that if * came to a grapple he would call out to Sidney for help_ and run the risk of bringing others whom they would not want.,it,weapons,dark,brilliant
But with a supreme effort he recovered his balance in * to save himself from the grasp of the man behind.,time,pale,favorable,whinnied
Up_ up_ they struggled until their pounding hearts and panting lungs nearly * them.,suffocated,anybody,departure,attached
The walls continued along the sides with no change that was perceptible in the darkness_ and the boys * on what plan the village could be constructed.,wondered,cold,condition,sighted
At last Sidney came to * end of the alley and found there was an opening_ a similar narrow passageway_ to the left.,the,steps,stowed,ornamental
Around that corner the alley extended on a level_ and * made the turn_ Sidney’s road was much easier.,having,seemed,difference,moments
He soon came to a blind wall across * passage_ and groping along its face_ in the corner between that wall and the wall of the alley_ he felt a ladder.,the,dressing,snowcovered,loomed
Sidney hesitated for a moment_ wondering where the ladder could lead_ but as * could find no opening in the wall_ and as he could not well turn back_ he went up it.,he,uneventful,shoulders,supper
After climbing eight or ten feet he stepped over the top * the ladder to a level surface that was apparently a dozen feet or so wide.,of,including,crashed,clinging
At the left there seemed to be only space_ but on the right rose a * in which dimly showed an opening.,wall,gathered,suave,liberal
From down in the alley came the noise * Raymond and his pursuer running.,of,despite,vied,cried
Then for a moment there was a * in the sound_ followed by a heavy thud_ and in another moment the sound of a blow.,pause,shouted,expedited,always
Sidney strained his eyes to see * the gloom below_ to discover_ if possible_ what was happening there.,into,animals,interested,qui
Failing in that he threw his blankets down on the * and grasped the ladder to descend_ fearing that harm had come to his brother.,ground,justify,dense,cloak
As he did so_ one person instead * two came running along the darkness below_ and the figure blundered into the wall at the end.,of,leaped,scene,treated
\"Is that *_ Ray?\" Sidney whispered.,you,wonderful,frontier,remark
\"Yes_\" was * reply from below.,the,reconciled,told,pouring
\"There is * ladder_ a little to your left_\" he directed.,a,staggered,cabin,deeper
When Raymond had reached * angle of the alley_ the man behind was so close that he believed he would be overtaken_ especially as his breath_ from the violent running uphill_ was becoming very short.,the,drawbacks,follow,ground
So he decided to * to a trick.,resort,prompt,faint,hes
After running for a few feet * the level floor of the alley beyond the turn_ he dropped to one knee and turned to face his pursuer_ crouching closely to the ground.,along,purchased,uphill,gathering
The fellow came on at full tilt * Raymond grasped him by one leg and rose with his burden.,and,exposing,lazily,actually
The impetus the man had acquired in running * him hurtling through the air and he crashed_ head first_ against the wall.,sent,nation,considered,ripening
Stunned * the blow_ he fell in a huddled heap.,by,securing,thick,cord
Instead of running on after Sidney_ as Raymond’s first impulse had been when * pursuer was placed hors de combat_ with a sudden thought he stopped to examine his fallen antagonist.,his,guarantee,explanation,noiseless
Something in * aspect of the man as he was flying over Raymond’s head had seemed familiar.,the,blanket,course,prevailing
He turned the form over to bring the face * and_ stooping_ peered closely.,upward,wandering,them—lay,sooner
It was just as he had suddenly *_ the man was the English-speaking policeman.,suspected,apprehensive,munching,enjoyed
That meant * he probably had a revolver stuck in his belt_ and Raymond immediately fumbled under the man’s coat.,that,willing,gazed,scanty
He wanted to whoop for joy that he once more had a serviceable weapon to fit * ammunition which they still possessed.,the,rested,ripped,war
It did not occur to him for a moment that in appropriating * revolver he was doing practically the same thing that the policeman had attempted when he coveted their money.,the,disturbing,wonderful,remarkable
The gun was so precisely what they needed that it only seemed as though a kind fortune had presented it * him.,to,problem,vain,aroused
As Raymond straightened up with the revolver in his * the prostrate man raised himself to his elbow.,hand,properly,scenery,number
The thick lamb’s wool cap which he wore_ and which is the usual head-covering of men in the Caucasus_ had * protected his head that the shock of being thrown against the wall had only slightly stunned him.,so,cartridge,viewing,supporting
Raymond was confronted with * new danger.,a,changed,burdensome,each
With the man conscious_ he would not be able to hide from him or to escape him in the end_ though he might at * outdistance him in running.,first,slid,floated,bright
The * of a possible return to the filthy jail was more than Raymond could endure; he simply must prevent any danger of that.,thought,consuming,ears,dejected
He had a savage_ momentary impulse to shoot the man as he * before him_ but he could not bring himself to do that_ and_ anyway_ it would make too much noise.,lay,fancy,practically,sew
There was * other way_ and clubbing the pistol he brought it down with full force on the man’s head.,one,thickened,called,hostilities
The fellow sank back on the ground without * sound and lay without moving.,a,sixshooter,addition,playing
Raymond sped on and * a moment came plump against the wall at the end_ when Sidney hailed him_ and he climbed the ladder.,in,dividing,consumed,fall
\"Where is that fellow who was chasing us?\" asked Sidney in * whisper_ when his brother appeared at the head of the ladder.,a,luxurious,discouraged,placed
\"I tripped him * and he’s down there in the alley_\" replied Raymond in an equally low tone.,up,porthole,rubles,companies
\"I thought I heard the sound of a *_\" said Sidney.,blow,damp,regret,goodbyes
\"What kind of * place is this?\" asked Raymond.,a,stooping,straits,interviewed
\"Suppose we go * investigate_\" suggested Raymond.,and,terrible,outfit,buttons
The * proceeded cautiously toward the dim opening in the wall that rose on their right.,boys,fiery,laughter,mixed
The surface * which they walked was smooth_ but had the feel_ under their feet_ of earth.,over,suspended,destination,hostilities
They paused outside the doorway and * intently_ but could hear no sound.,listened,anxious,enabled,succeeded
Raymond stepped carefully inside the door and * a match_ holding it up till the flame burned steadily.,struck,trails,afternoon,listening
When the light shone clear it revealed a good-sized room that was * bare.,perfectly,donkey,evading,surely
The walls were of rough stone_ similar to the walls of the jail_ and the floor was of earth * hard and smooth.,packed,silky,thought,inanimate
There was no indication that * room had been occupied_ and it certainly was empty enough then.,the,lest,latitude,hills
The match died down and Raymond * back to the doorway where Sidney waited.,turned,unroll,young,realized
All the conditions were * and mysterious.,weird,metal,donkey,remarkable
The boys stood in the doorway and tried vainly to * the darkness about them.,pierce,trust,precision,shown
The sky was clear and starlit_ but there was no moon_ and the mountains_ which seemingly nearly surrounded them_ were black and without form_ and shut out most * what light there would otherwise have been.,of,desire,sea,spattered
In front of them was the narrow_ level space on which they had * when they climbed the ladder_ and beyond that fell a slope which appeared_ in the gloom_ to be set with knobs.,landed,outcome,arms,crouched
Whether those knobs were rocks or buildings the boys * not tell.,could,preceded,bows,jerk
They thought_ however_ that * must be buildings_ else what had become of the village?,they,presence,noise,inducement
Back * them rose the mountains.,of,telegram,limited,pause
\"What do you make of it_ Sid?\" asked Raymond_ still * a whisper_ for they had a sort of feeling that there were people near.,in,swollen,flag,country
\"I hope he will_ and chase after us.\" While the boys were talking_ they carefully drew the ladder up and laid it *_ well back from the edge.,down,assistants,buckled,mates
Then they * into the room_ opened up their blankets close to the wall on one side of the door_ and in about a minute were both fast asleep.,went,conical,captains,commenting
\"I hardly have the courage to look out of the door_ Ray_\" * Sidney.,said,risk,mountain,suggestion
Raymond had hardly finished speaking when there came in at the door the sound of a voice talking_ seemingly so near that the boys were sure it must be from some person just * the door.,outside,shelter,spelling,securing
Another * replied_ and the two continued in a conversation.,voice,thrown,mounted,handbag
The boys looked at each other * wide-eyed apprehension_ then they raised themselves cautiously from their blankets and stood_ Raymond with his revolver held at full cock.,in,taxed,débris,has
They expected every moment that some one would enter * the door_ and Raymond wondered if it would not be foolish to resist_ after all_ if men came to arrest them.,through,mountains,agile,closing
He could_ without doubt_ shoot a man or two_ perhaps all who came at first_ but * could hardly hope to get away even then.,they,green,seeming,scenery
The talking outside continued_ yet no one appeared_ and when the boys were standing * could hear more distinctly_ and the voices did not seem quite so near as they had thought at first.,they,necessity,medicine,here
They did not dare to speak_ but they tiptoed carefully to the door_ and standing * inside_ listened again.,just,headcovering,littered,fissure
They were greatly puzzled * locate the voices; they seemed near_ and yet not as though the persons talking were on the terrace outside of the door.,to,perform,proceeded,late
Finally_ Raymond peered out_ and then stepped into the doorway_ but just inside_ where he * be protected from possible observation except from directly in front.,would,munching,hoped,descend
There he was joined * Sidney.,by,shoulder,question,leaped
For the first time the boys saw the prospect from the door_ for darkness had_ of course_ prevented their seeing anything before * went to sleep.,they,camp,bit,consultation
They observed that the space in front of the room where they had * was_ in fact_ a terrace.,slept,greeted,author,plunging
It was some fifteen feet wide and was * cut square down.,then,activity,menu,aching
The voices which * heard rose from some lower level which they could not see_ apparently close under the wall that descended from the edge of the terrace_ and at no great distance.,they,advance,led,delight
Beyond the level whence came the voices_ however_ the view was unobstructed_ and the boys were amazed by * they saw.,what,afforded,ever,leap
The * slope below them was thickly clothed with houses constructed in terraces_ apparently with no intervening streets_ the front yard of one house being also the roof of the next house below.,steep,arrest,sweeping,present
The buildings were * of rough stone and the walls were not finished smooth with mortar or plaster_ so that_ seen at a distance_ the village might easily be taken for a collection of rocks on the side of the mountain.,all,misery,pursue,atom
On some of the terraces in front of the * they saw horses calmly eating their provender on the roofs of their neighbors.,houses,currents,brothers,locate
They also saw people moving about_ undoubtedly * to their customary occupations.,attending,shop,watched,incentive
